id,clinical_case,cc_question_number,question,answer,medical_subject,question_type,sans_signal_gravite
4701,"Un homme âgé de 28 ans consulte pour un écoulement urétral associé à des mictions très douloureuses. Cet écoulement est apparu depuis 3 jours à la suite d’un rapport sexuel avec une partenaire occasionnelle. Le médecin prescrit un examen cytobactériologique de l’écoulement urétral. De plus, il prescrit un traitement à suivre une fois le prélèvement réalisé.\n Voici les résultats partiels du prélèvement urétral communiqués au médecin par le biologiste :\n -  Examen direct après coloration de Gram : nombreux polynucléaires et nombreux cocci à Gram négatif en diplocoques dont certains intraleucocytaires.\n -  Culture en cours.",1,Quel est le diagnostic envisagé ? Quel est le micro-organisme responsable et son mode de transmission ?,"Urétrite aiguë gonococcique : agent responsable Neisseria gonorrhoeae ou gonocoque. Les signes cliniques sont caractéristiques avec écoulement purulent et douleurs mictionnelles (""uriner des lames de rasoir"", ""chaude pisse""). De même l’examen direct est caractéristique ""cocci à Gram négatif en grain de café"" souvent intraleucocytaire. La transmission est due au rapport sexuel avec la partenaire occasionnelle. C’est une MST.",Pharmacy,Understanding,True
1949,"Un homme de 60 ans est hospitalisé pour insuffisance rénale de découverte récente. L'interrogatoire ne décèle aucun antécédent particulier sur le plan uro-néphrologique. Depuis 2 mois environ, le malade se plaint de douleurs osseuses diffuses à recrudescence nocturne, traitées par Kétoprofène (Profenid®).
 Lors de l'examen clinique, on note une altération de l'état général. Le bilan biologique est le suivant:
 Sg- VS 100 mm à la première heure
 Sg- Globules rouges 3 T/L
 Sg- Hémoglobine 100 g/L
 Sg- Hématocrite 0,30
 Sg- Leucocytes 9,5 G/L
 Se- Urée 14 mmol/l
 Se- Créatinine 380 micromol/l
 Se- Protides 90 g/L
 Se- Sodium 129 mmol/L
 Se- Potassium 5,2 mmol/L
 Se- Chlorure 110 mmol/L
 C02 Total 19 mmol/L
 Se- Calcium 2,70 mmol/L
 Se- Phosphore 1,00 mmol/L
 Le frottis sanguin montre des hématies en rouleaux. 
 Urines de 24 heures : 500 mL
 Protéinurie: 0,40 g/24 h par dosage, négative à la bandelette",1,Commenter l'ensemble de ces résultats biologiques et calculer les constantes hématologiques non explicitées dans ce bilan.,"Hémoglobine, hématocrite et globules rouges diminués
 CCMH = 33 %; TCMH = 33 pg; VGM = 100 fL .
 Anémie normochrome normocytaire avec un nombre normal de leucocytes.
 Syndrome inflammatoire marqué: VS très augmentée.
 Hyperprotidémie.
 Hypercalcémie avec phosphorémie normale.
 Insuffisance rénale objectivée par une augmentation de la créatinine sanguine et de l'urée sanguine avec modifications ioniques : Na diminué, K augmenté, Cl augmenté et CO2 total abaissé.",Pharmacy,Reasoning,True
558,Un jeune homme de 24 ans a eu une plastie aortique pour une coarctation isthmique à l’âge de 3 ans. Il n’a aucun symptôme. Ses pouls fémoraux sont bien perçus. La pression artérielle au membre supérieur droit est à 140/75 mm Hg. Il a fait une épreuve d’effort quasi maximale au cours de laquelle la pression artérielle est montée à 290/110 mm Hg.,1,De quoi devez-vous vous assurer avant toute chose?,Absence de recoarctation,Pediatric Cardiology,Reasoning,True
4262,"Une petite fille âgée de 18 mois, est née au terme d'une grossesse normale (poids de naissance 3,500 kg ; taille de naissance 50 cm ; périmètre crânien de naissance 35 cm). Le père âgé de 28 ans est asthmatique La mère âgée de 23 ans présente un eczéma de contact au Nickel. L'enfant est gardée en crèche depuis l'âge de 6 mois. Elle a présenté de nombreux épisodes de rhinopharyngites et d'otites jusqu'à l'âge de 1 an ayant conduit à différents traitements antibiotiques. Elle a été hospitalisée 24 heures à l'âge de 6 mois pour un épisode de bronchiolite. Elle n'a pas d'autres antécédents notables. Les vaccinations suivantes ont été pratiquées: ‐ BCG à la naissance ‐ vaccin pentavalent à 2, 3 et 4 mois (Pentacoq©) ‐ vaccin contre l'hépatite B aux âges de 6 et 7 mois ‐ vaccin contre Rougeole Oreillons et Rubéole effectué à l'âge de 1 an. Le vaccin antipneumococcique (Prévenar©) n'a pas été effectué. A l'âge de 18 mois, la mère est informée lorsqu'elle vient reprendre sa fille le soir à la crèche qu'elle est apparue plus fatiguée qu'à l'habitude et grognon. Sa température est à 38,9°C. Elle a un écoulement nasal clair et tousse par intermittence Il est également signalé à la mère qu'il existe une épidémie de gastro‐ entérites au sein de la crèche. L'enfant est alors conduite en consultation vers le médecin traitant de la famille. Celui‐ci trouve à l'auscultation pulmonaire, quelques ronchus. Il n'y a pas de polypnée. L'examen ORL montre des tympans normaux et des amygdales hypertrophiées et érythémateuses. Le poids est de 11 kg et la taille de 80 cm. Le médecin porte un diagnostic d'angine et prescrit de la josamycine (Josacine©) et un traitement antipyrétique.",1,Cette prescription antibiotique est‐elle justifiée ? Argumentez votre réponse.,"‐ Antibiothérapie non recommandée car la majorité des angines est virale à cet âge. ‐ Par ailleurs, si un antibiotique devait être prescrit dans ce contexte, l'amoxicilline doit être préférée aux macrolides en l'absence d'allergie connue aux béta lactamines compte tenu de la résistance acquise du streptocoque aux macrolides. La pratique d'un test de diagnostic rapide d'ue infection. à streptocoque ne figure pas à cet âge dans les recommandations actuelles (avril 2005).",Pediatrics,Reasoning,True
533,Vous faites une scintigraphie myocardique au Thallium 201 chez un enfant de 12 ans ayant eu une correction anatomique de transposition des gros vaisseaux en période néonatale. Celle-ci montre un défaut de perfusion scintigraphique réversible dans le territoire antéro-septo-apical.,1,Quelle est la signification de ce résultat?,Ischémie myocardique,Pediatric Cardiology,Reasoning,True
1719,"Un homme de 41 ans, coopérant en Afrique noire où il effectue régulièrement des séjours de 4 à 6 mois, se plaint de prurit récidivant depuis plusieurs mois avec des lésions maculo-papuleuses oedématiées, siégeant essentiellement au niveau de la ceinture et de l’abdomen, accompagnées de douleurs abdominales siégeant au côté droit avec diarrhées intermittentes. Chaque épisode dure quelques jours et disparaît spontanément.
 A l’examen clinique, on observe deux lésions de grattage au niveau de l’abdomen. Le reste de l’examen est normal sans hyperthermie. L’interrogatoire ne révèle aucune pathologie intercurrente connue. Mais le patient mentionne un voyage deux ans auparavant dans le Sud-Est asiatique, durant lequel il a présenté des accès palustres (identifiés à Plasmodium vivax).
 L’hémogramme demandé par le médecin montre :
 Sg - - Erythrocytes 4.8 T/L
 Sg - - Hémoglobine 136 g/L
 Sg - - Hématocrite 46%
 Sg - - Leucocytes 10 G/L
 PN neutrophiles 0.37 (37%)
 PN éosinophiles 0.42
 PN basophiles 0.00
 Lymphocytes 0.19
 Monocytes 0.02
 Sg - - Thrombocytes 250 G/L
 Recherche d’hématozoaires : négative. 
 Une anguillulose est évoquée",1,"Discuter les arguments cliniques, biologiques et épidémiologiques qui permettent d’étayer cette hypothèse. Commentez l’hémogramme.","Cette hypothèse est étayée par :
 Les signes cliniques:
 . syndrome cutané urticarien, prurigineux à localisation lombaire et abdominale,
 . syndrome diarrhéique épisodique.
 L'épidémiologie: notion de séjour antérieur en Afrique Noire, zone d'endémie de la parasitose,
 La biologie: hyperéosinophilie sanguine.
 En effet, l'hémogramme explicite les signes classiques de l'infection à Strongyloîdes stercoralis: absence d'anémie et d'hyperleucocytose, hyperéosinophilie sanguine élevée justifiée par la phase tissulaire de l'helminthiase (larves).",Pharmacy,Reasoning,True
1596,"Madame Véronique X., 24 ans, maître-nageur dans une piscine municipale, présente aux deux pieds, des intertrigos interdigitaux: ils ont débuté au niveau du 4ème espace interdigital. il y a 6 à 8 mois, et ils évoluent par poussées.
 L'absence d'amélioration, malgré l'utilisation de diverses « pommades» et l'observation de lésions unguéales débutant au niveau de deux orteils, l'incitent à consulter un dermatologue.
 Le médecin demande un prélèvement en vue d'un examen mycologique au niveau des intertrigos et des ongles. Après trois semaines, le laboratoire signale la présence de Trichophyton rubrum dans tous les prélèvements.
 Ces résultats justifient la prescription d'un traitement par griséofulvine per os (Fulcine 500 mg ®), pendant 6 mois à raison de 500 mg/j, avec application locale journalière d'un antifongique azolé (éconazole : Pevaryl ® ).",1,A quel type de champignons appartient Trichophyton rubrum ? .Quel est son mode de transmission et quelle est l'origine probable de la contamination?,"Trichophyton rubrum est un dermatophyte, champignon filamenteux kératinophile. C'est un champignon uniquement anthropophile, qui se transmet surtout de façon indirecte par les spores (sol et matériaux poreux contaminés par l'Homme: halls de sport, tapis de douche, plages de piscine, serviettes de bain...). La contamination est favorisée par la macération cutanée.",Pharmacy,Understanding,True
65,"Vous voyez en consultation un nourrisson de 9 mois. C’est le quatrième enfant d’un couple non consanguin. Les 3 frères et sœurs sont bien portants et il n’y a pas d’antécédents familiaux de surdité. Les parents se demandent s’il entend bien. Il n’y a pas eu de traitement pendant la grossesse, l’enfant est né à 33 SA et a séjourné en néonatologie 3 semaines. Il n’y a pas de malformation crânio-faciale ou de notion de syndrome polymalformatif.",2,Quels facteurs de risque néonataux devez-vous rechercher auprès des parents et dans le compte rendu de néonatologie ?,"- Anoxie néonatale
 - Prématurité
 - Incompatibilité Rh",Otorhinolaryngology (ENT),Understanding,True
2643,"Un homme de 35 ans se plaint d’une sensation de pesanteur abdominale, spécialement de l’hypochondre gauche après les repas et la marche. Il n’est pas fatigué, mais il a maigri de 3 kilogrammes sans régime particulier les deux derniers mois. Son médecin ayant constaté l’existence d’une grosse rate demande un hémogramme dont le résultat est le suivant :
 Sg hémoglobine : 142 g/L
 Sg hématocrite : 0.43
 Sg érythrocytes : 4.8 T/L
 Sg leucocytes : 64 G/L
 PN : 29G/L
 PE : 3G/L
 PB : 3G/L
 Lymphocytes : 8 G/L
 Monocytes : 4 G/L
 Promyélocytes : 3 G/L
 Myélocytes : 6 G/L
 Métamyélocytes : 8 G/L
 Thrombocytes : 550 G/L",1,Commenter cet hémogramme et indiquer le diagnostic le plus probable.,Très importante hyperleucocytose avec myélémie. Le tableau biologique et la splénomégalie font évoquer le diagnostic de leucémie myéloïde chronique (LMC). La thrombocytose modérée fait partie du tableau de cette maladie.,Pharmacy,Reasoning,True
2837,"Une jeune femme de 28 ans est piquée par un insecte volant à son domicile. Rapidement, elle décrit un état de malaise général, avec picotements palmo-plantaires et péri-buccaux, céphalées et vertige.",1,Quel est votre diagnostic ?,Réaction anaphylactique 15,Intensive Care,Reasoning,True
2085,"Une femme de 50 ans, originaire du Burkina Faso, vit en France depuis 8 ans. Au cours de la visite annuelle de la Médecine du travail, elle déclare au médecin que, depuis 3 à 4 jours, elle a observé des lésions linéaires sur les fesses et le bassin ; ces lésions sont très prurigineuses. A l'interrogatoire, il n'y a pas d'antécédents médicaux récents signalés, en particulier pas de phénomènes allergiques, mais des douleurs abdominales avec épisodes alternant diarrhées et constipation. A l'examen clinique, il n'y a pas d'altération de l'état général mais une petite douleur dans la région ombilicale et des lésions cutanées de type ""urticaire"" disséminées sur l'abdomen. L'hémogramme prescrit révèle une éosinophilie à 1,5 G/L. La VS à la première heure est de 8 mm. Du fait de la provenance géographique de la patiente, la symptomatologie intestinale, les lésions cutanées et l'hyperéosinophilie sanguine, le médecin évoque une anguillulose.",1,Donner le nom de genre et d'espèce du parasite responsable de l'anguillulose.,Strongyloides stercoralis.,Pharmacy,Understanding,True
24,"Une femme de 30 ans, maghrébine, présente une otite séromuqueuse droite depuis 3 mois, résistante au traitement par corticoïdes et antibiotiques (Augmentin®). Vous retrouvez une surdité de transmission droite. Vous palpez des adénopathies cervicales bilatérales suspectes.",1,"Quel examen ORL doit être impérativement réalisé en consultation, en dehors de l’examen otoscopique ?",Laryngoscopie indirecte au miroir ou au nasofibroscope,Otorhinolaryngology (ENT),Understanding,True
2185,"Monsieur B., 71 ans, a une maladie de Parkinson et un adénome prostatique, traité par un extrait de Pygeum africanum (Tadenan®), depuis une dizaine d'années.
 Son traitement antiparkinsonien est le suivant :
 lévodopa + bensérazide (Modopar® 250)................ 4/j (matin, midi, après-midi, soir) 
 trihexyphénidyle 2 mg................................................3/j",2,"Lors de sa visite de contrôle, Mr B. se plaint de nausées et son médecin diagnostique également une tendance dépressive. A quoi peuvent être dus ces troubles ?",Les nausées peuvent être dues à la mauvaise tolérance digestive de la lévodopa et à la fraction de lévodopa transformée en dopamine au niveau périphérique. Le syndrome dépressif est souvent associé à la maladie de Parkinson.,Pharmacy,Reasoning,True
651,"Un enfant de 7 mois consulte pour une fièvre évoluant depuis 6 jour à 39°C résistante aux antibiotiques. Il a une conjonctivite bilatérale, des œdèmes des extrémités, une chéilite et des adénopathies diffuses.",1,Quel est votre diagnostic ?,Maladie de Kawasaki,Pediatric Cardiology,Understanding,True
2691,"Mme T, âgée de 55 ans, cultivatrice dans la région lyonnaise, n’ayant jamais quitté la France, est hospitalisée pour une asthénie persistante depuis 3 semaines. Le bilan hématologique est le suivant : Formule sanguine :
 Érythrocytes : 3,9 T/L
 Hémoglobine : 120g/L
 Hématocrite : 0,35
 Leucocytes : 18 G/L
 Plaquettes : 260 G/L
 Vitesse de sédimentation (1h) :35 mm
 Formule leucocytaire :
 Polynucléaires neutrophiles : 35%
 Polynucléaires éosinophiles : 50%
 Polynucléaires basophiles : 0%
 Lymphocytes : 13%
 Monocytes : 2%",1,Commentez les résultats du bilan hématologique.,"Hyperleucocytose. Hyperéosinophilie élevée. Vitesse de sédimentation accélérée, un hématocrite et un taux d'érythrocytes légèrement abaissés. L'hémoglobine est normale.",Pharmacy,Reasoning,True
4254,"Un homme de 38 ans, consulte pour des épisodes dyspnéiques à répétition. Il a pour antécédents principaux un eczéma dans l'enfance qui a disparu vers l'âge de 10 ans et une rhinite pollinique. Il est boulanger depuis l'âge de 16 ans, et exerce comme salarié dans le rayon ""boulangerie"" d'une grande chaîne d'hypermarchés depuis 10 ans. Il n'est pas fumeur. Il signale que les épisodes de dyspnée ont débuté il y a environ 3 ans, initialement sur un rythme hebdomadaire, survenant essentiellement en fin de semaine, en fin de journée de travail. La fréquence a progressivement augmenté et il mentionne qu'actuellement il présente une crise par jour, pour laquelle il dit être bien soulagé par 2 bouffées de salbutamol (Ventoline©). Il est surtout gêné au pétrin. L'auscultation pulmonaire est normale. Il pèse 68 kg, mesure 1,77 m. Vous suspectez un asthme professionnel et prescrivez une radiographie de thorax et des explorations fonctionnelles respiratoires.",1,Quel(s) élément(s) fait(font) évoquer un asthme professionnel dans cette observation?,Dans cette observation : ‐ Apparition d'un asthme chez un adulte ‐ Episodes dyspnéiques de fréquence croissante ‐ Survenant en fin de journée de travail surtout en fin de semaine (rythme professionnel) ‐ Exposition professionnelle à des allergènes connus ‐ Episodes dyspnéiques en rapport avec un geste spécifique avec exposition importante (travail au pétrin) A rechercher : ‐ existence d'une rhinite ou précession de l'asthme par rhinite. ‐ amélioration durant les jours de repos ou les congés.,Pulmonology,Reasoning,True
659,"Une petite fille de 4,5 ans consulte pour un souffle. Vous faites le diagnostic de communication interauriculaire en position d’ostium secundum de 19 mm pour un septum interauriculaire de 30 mm. Les parents vous disent ne pas souhaitez d’intervention chirurgicale pour l’instant.",1,Que leur proposez-vous ?,Attendre car il n’y a pas de raison qu’elle ait des symptômes,Pediatric Cardiology,Reasoning,True
2344,"Une jeune fille de 17 ans ingère « par erreur » du diluant pour photocopie contenant du méthanol lors d’une soirée entre 20 et 24 heures (J0). Le jour suivant (J1), elle se plaint de maux de tête et est somnolente. Elle est transportée à 2 heures du matin la nuit suivante (J2) à l’hôpital le plus proche, soit environ 26 heures après l’ingestion de méthanol.
 A l’examen clinique, la patiente est modérément angoissée, présente une peau froide et moite : sa respiration est rapide. Elle ne présente pas de troubles oculaires, sa température est de 36,5°C, le pouls régulier est à 102 par minute, la pression artérielle 136/84 mm de mercure.
 Les examens biologiques pratiqués dès l’entrée à l’hôpital montre les résultats suivants :
 SgA pH (à 37°C) : 7,08
 SgA pCO2 : 1,4 kPa (10,6 mm Hg)
 SgA CO2 total : 3,5 mmol/L
 SgA Bicarbonate :  3,2 mmol/L
 Pl Sodium : 145 mmol/L
 Pl Potassium : 4,6 mmol/L
 Pl Chlorure : 101 mmol/L
 Pl Glucose : 7,0 mmol/L
 Pl Urée : 5,2 mmol/L
 Méthanolémie plasmatique : 0,82 g/L
 L’analyse du sang montre l’absence d’autres substances toxiques, notamment d’éthanol, d’éthylène glycol, de paracétamol, de salicylates. L’urine ne présente pas de corps cétoniques. Le médecin ne pratique pas de lavage gastrique.",1,"Outre la valeur de la méthanolémie, quelle est la perturbation biologique majeure présentée par la patiente ? Justifier votre réponse.","Acidose métabolique sévère: pH, pCO2, bicarbonate diminués avec trou anionique calculé selon différentes possibilités; par exemple: (Na+ + K+) - (Cl- + CO2 total) = 149,6 - 104,5 = 45.1 mmol/L ( N : 10 à 20 mmol/L )",Pharmacy,Reasoning,True
4948,"Mme X., 26 ans, nulligeste, sans contraception, consulte pour des métrorragies de faible abondance, de survenue régulière en fin de cycle depuis 3 mois.
 L'examen clinique montre :
 - au spéculum : un col d'aspect sain (les derniers frottis datent de 1 an et sont normaux) ;
 - au toucher vaginal : l'utérus est indolore, de taille normale, mobile et les culs-de-sac sont libres.
 Son médecin traitant a prescrit une échographie pelvienne ainsi qu'une hystérographie qui sont normales. L'origine fonctionnelle des troubles est confirmée. Malgré 3 mois de traitement, les métrorragies persistent. Mme X. est devenue enceinte spontanément malgré le traitement du 5e au 25e jour du cycle que vous lui avez donné.",5,Quel est votre avis sur le devenir de cette grossesse ?,"Cela ne pose pas de problème à priori, il faut arrêter tout traitement hormonal pendant la grossesse, il n'y a pas lieu de proposer une interruption thérapeutique de grossesse.",Gynecology and Obstetrics,Reasoning,True
4388,"Une patiente de 81 ans est hospitalisée pour le traitement d’une pneumopathie aiguë. A l’admission, l’ensemble du bilan biologique est sans particularité. En raison d’une fibrillation auriculaire, un traitement préventif par héparine de bas poids moléculaire est instauré. Sept jours après, la patiente développe une symptomatologie d’obstruction artérielle du membre supérieur droit. L’hémogramme pratiqué alors montre les résultats suivants :

Sg Érythrocytes : 4,29 T/L
Sg Hémoglobine : 135 g/L
Sg Hématocrite : 0,40
Sg Leucocytes : 8 G/L
Sg Thrombocytes : 45 G/L

Formule leucocytaire :
Polynucléaires neutrophiles : 0,63
Polynucléaires éosinophiles : 0,02
Polynucléaires basophiles : 0,01
Lymphocytes : 0,30 Monocytes : 0,04",1,Commenter les résultats de l’hémogramme.,Pas d’anémie. Nombre de leucocytes normal. Formule leucocytaire normale. On retient essentiellement la thrombopénie isolée à 45 G/L (valeur usuelle : 150 à 400 G/L).,Pharmacy,Reasoning,True
